N,g,two_sqrt_g,C_S4,margin,VALOR,CM,Cert_SHA,parent_M7_SHA
128,9,6.00000000,11.42214869,5.42214869,54221,0,442245bef14a26cf...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
129,13,7.21110255,11.42214869,4.21104614,42110,0,e00c72f9c9060006...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
130,17,8.24621125,11.42214869,3.17593744,31759,0,1d85304245f1eae9...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
131,11,6.63324958,11.42214869,4.78889911,47888,0,922761b56a35df1e...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
132,19,8.71779789,11.42214869,2.70435080,27043,0,19bdaf264dc70aaa...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
133,11,6.63324958,11.42214869,4.78889911,47888,0,7fc1a50e125230a4...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
134,16,8.00000000,11.42214869,3.42214869,34221,0,a8c143ed588cdbba...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
135,13,7.21110255,11.42214869,4.21104614,42110,0,cafa6edc3871b40d...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
136,15,7.74596669,11.42214869,3.67618200,36761,0,fe804d14d3f2888d...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
137,11,6.63324958,11.42214869,4.78889911,47888,0,4a3494461f9bd30e...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
138,21,9.16515139,11.42214869,2.25699730,22569,0,ea06864280a5a867...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
139,11,6.63324958,11.42214869,4.78889911,47888,0,3b6b47dd3cdeeaf6...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
140,19,8.71779789,11.42214869,2.70435080,27043,0,e3651b32d8655f16...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
141,15,7.74596669,11.42214869,3.67618200,36761,0,73b3ca7fa1659e71...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
142,17,8.24621125,11.42214869,3.17593744,31759,0,17e7ce6332236886...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
143,13,7.21110255,11.42214869,4.21104614,42110,0,624b93f7d4687b81...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
144,13,7.21110255,11.42214869,4.21104614,42110,1,effc4c42fbbd8bce...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
145,13,7.21110255,11.42214869,4.21104614,42110,0,d71ab2f279146211...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
146,17,8.24621125,11.42214869,3.17593744,31759,0,7e14e8bb44d9589b...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
147,11,6.63324958,11.42214869,4.78889911,47888,0,06db068576b0d693...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
148,17,8.24621125,11.42214869,3.17593744,31759,0,2fd5c6d72f78569b...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
149,12,6.92820323,11.42214869,4.49394546,44939,0,69a0b3900856a4df...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
150,19,8.71779789,11.42214869,2.70435080,27043,0,354c092db75635b4...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
151,12,6.92820323,11.42214869,4.49394546,44939,0,ce4fa127fa3037ed...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
152,17,8.24621125,11.42214869,3.17593744,31759,0,234736d162156b7d...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
153,15,7.74596669,11.42214869,3.67618200,36761,0,de52af44313cdce8...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
154,21,9.16515139,11.42214869,2.25699730,22569,0,29c0162bf811f8de...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
155,15,7.74596669,11.42214869,3.67618200,36761,0,274f998b93a0597c...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
156,23,9.59166305,11.42214869,1.83048564,18304,0,81a4e2effd6e94ec...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
157,12,6.92820323,11.42214869,4.49394546,44939,0,9dc5ab6e317f8d3f...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
158,19,8.71779789,11.42214869,2.70435080,27043,0,6892a44bf2822a92...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
159,17,8.24621125,11.42214869,3.17593744,31759,0,5d01de2632f3309f...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
160,17,8.24621125,11.42214869,3.17593744,31759,0,3d528bd1805ef604...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
161,15,7.74596669,11.42214869,3.67618200,36761,0,01c8bb15705a242b...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
162,16,8.00000000,11.42214869,3.42214869,34221,0,36b3472315eba0a5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
163,13,7.21110255,11.42214869,4.21104614,42110,0,99e09b3f02b6a103...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
164,19,8.71779789,11.42214869,2.70435080,27043,0,8c618ca0909c98ff...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
165,21,9.16515139,11.42214869,2.25699730,22569,0,473dbd6e853a0a85...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
166,20,8.94427191,11.42214869,2.47787678,24778,0,c9320b0a83a2bbde...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
167,14,7.48331477,11.42214869,3.93883392,39388,0,c7ff5ca2c9ac7974...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
168,25,10.00000000,11.42214869,1.42214869,14221,0,193bedf01ecc84b9...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
169,8,5.65685425,11.42214869,5.76529444,57652,1,3dc00a5498efa2e5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
170,23,9.59166305,11.42214869,1.83048564,18304,0,1c2e41b9e7f37ea1...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
171,17,8.24621125,11.42214869,3.17593744,31759,0,68389d664c3538e2...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
172,20,8.94427191,11.42214869,2.47787678,24778,0,d0940d73770a46df...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
173,14,7.48331477,11.42214869,3.93883392,39388,0,5392dbd6bef421bb...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
174,27,10.39230485,11.42214869,1.02984384,10298,0,ebcc7422bc1fb674...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
175,15,7.74596669,11.42214869,3.67618200,36761,0,9734819fe2cfe506...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
176,19,8.71779789,11.42214869,2.70435080,27043,0,bc829a58f5e22fda...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
177,19,8.71779789,11.42214869,2.70435080,27043,0,786b36d24dd0fab0...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
178,21,9.16515139,11.42214869,2.25699730,22569,0,4933f8efbc8e6e60...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
179,15,7.74596669,11.42214869,3.67618200,36761,0,9c33461d45ed84e0...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
180,25,10.00000000,11.42214869,1.42214869,14221,0,cabe7691abdc58e7...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
181,14,7.48331477,11.42214869,3.93883392,39388,0,c07be4aaab18b666...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
182,25,10.00000000,11.42214869,1.42214869,14221,0,f3fa6e053bec5091...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
183,19,8.71779789,11.42214869,2.70435080,27043,0,7536fede4961c877...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
184,21,9.16515139,11.42214869,2.25699730,22569,0,d1219da5da311d56...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
185,17,8.24621125,11.42214869,3.17593744,31759,0,fe82a479e74b9db9...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
186,29,10.77032961,11.42214869,0.65181908,6518,0,59fdc55486928fd6...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
187,17,8.24621125,11.42214869,3.17593744,31759,0,9c23740306c5948a...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
188,22,9.38083152,11.42214869,2.04131717,20413,0,c79ba557c7105f70...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
189,19,8.71779789,11.42214869,2.70435080,27043,0,dcd03dfcad81dbcc...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
190,27,10.39230485,11.42214869,1.02984384,10298,0,efb11150be5eb20b...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
191,16,8.00000000,11.42214869,3.42214869,34221,0,1298d166640339f5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
192,21,9.16515139,11.42214869,2.25699730,22569,0,025be425e9dd6720...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
193,15,7.74596669,11.42214869,3.67618200,36761,0,d5aa8234fa0fe1a9...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
194,23,9.59166305,11.42214869,1.83048564,18304,0,9d2c11f4cd530a14...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
195,25,10.00000000,11.42214869,1.42214869,14221,0,eb46970290fa455a...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
196,17,8.24621125,11.42214869,3.17593744,31759,1,ec818827598d5351...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
197,16,8.00000000,11.42214869,3.42214869,34221,0,55a01a7ebabb83d5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
198,29,10.77032961,11.42214869,0.65181908,6518,0,f7cc3eb060c25cc5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
199,16,8.00000000,11.42214869,3.42214869,34221,0,40d04588e393d5f0...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
200,19,8.71779789,11.42214869,2.70435080,27043,0,22122cbcf482585a...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
201,21,9.16515139,11.42214869,2.25699730,22569,0,922eaf40fce057b3...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
202,24,9.79795897,11.42214869,1.62418972,16241,0,5b2cdfdd57442ebc...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
203,19,8.71779789,11.42214869,2.70435080,27043,0,a135273b87e3ac0c...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
204,31,11.13552873,11.42214869,0.28661996,2866,0,fed5ed2d11eb010e...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
205,19,8.71779789,11.42214869,2.70435080,27043,0,119d888e73ff341e...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
206,25,10.00000000,11.42214869,1.42214869,14221,0,f8edfc425b55fbca...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
207,21,9.16515139,11.42214869,2.25699730,22569,0,5463d02a2fac4085...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
208,23,9.59166305,11.42214869,1.83048564,18304,0,bc963a7a4df16de4...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
209,19,8.71779789,11.42214869,2.70435080,27043,0,a7b147b109743bb0...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
211,17,8.24621125,11.42214869,3.17593744,31759,0,206d9a24a2edfeb1...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
212,25,10.00000000,11.42214869,1.42214869,14221,0,7d387b75d45e1762...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
213,23,9.59166305,11.42214869,1.83048564,18304,0,30565b3dc6dc3f4f...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
214,26,10.19803903,11.42214869,1.22410966,12241,0,461bfafa9bfca408...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
215,21,9.16515139,11.42214869,2.25699730,22569,0,3816adf5a84f0016...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
216,25,10.00000000,11.42214869,1.42214869,14221,0,0de2db18ce8ced9c...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
217,19,8.71779789,11.42214869,2.70435080,27043,0,6fff8ed5cef37e99...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
218,26,10.19803903,11.42214869,1.22410966,12241,0,9d4d4745035d3052...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
219,23,9.59166305,11.42214869,1.83048564,18304,0,baf398adf96b5cce...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
220,31,11.13552873,11.42214869,0.28661996,2866,0,0e35cc6eb455324a...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
221,19,8.71779789,11.42214869,2.70435080,27043,0,e3ab362e39daa993...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
223,18,8.48528137,11.42214869,2.93686732,29368,0,104e395249a41778...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
224,25,10.00000000,11.42214869,1.42214869,14221,0,73da62f7a19bd111...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
225,19,8.71779789,11.42214869,2.70435080,27043,0,aa3a38fa053118c3...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
226,27,10.39230485,11.42214869,1.02984384,10298,0,42b3a3544b7b76cd...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
227,19,8.71779789,11.42214869,2.70435080,27043,0,439f3a19415abbc3...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
229,18,8.48528137,11.42214869,2.93686732,29368,0,533ad8b8474b2f10...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
231,29,10.77032961,11.42214869,0.65181908,6518,0,b710b2236912fcdc...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
232,27,10.39230485,11.42214869,1.02984384,10298,0,85f8d54f45ba7386...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
233,19,8.71779789,11.42214869,2.70435080,27043,0,b09c458b55fd3393...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
235,23,9.59166305,11.42214869,1.83048564,18304,0,bf4744a2077673cc...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
236,28,10.58300524,11.42214869,0.83914345,8391,0,35d6ea1e641fc65a...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
237,25,10.00000000,11.42214869,1.42214869,14221,0,3c6aec9592391ca4...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
239,20,8.94427191,11.42214869,2.47787678,24778,0,953632b5720e26a3...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
241,19,8.71779789,11.42214869,2.70435080,27043,0,12f6fca8013251a4...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
242,22,9.38083152,11.42214869,2.04131717,20413,0,4afe1b950ca786df...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
243,19,8.71779789,11.42214869,2.70435080,27043,0,1f18b09228e45b8e...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
244,29,10.77032961,11.42214869,0.65181908,6518,0,6bdce0552d394b9a...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
245,21,9.16515139,11.42214869,2.25699730,22569,0,7a9c0415eeb47bf6...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
247,21,9.16515139,11.42214869,2.25699730,22569,0,fa033bbd4354059c...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
248,29,10.77032961,11.42214869,0.65181908,6518,0,4f254467eadce052...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
249,27,10.39230485,11.42214869,1.02984384,10298,0,0a112758cf3470c8...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
250,28,10.58300524,11.42214869,0.83914345,8391,0,4cabe8ca0efd3e37...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
251,21,9.16515139,11.42214869,2.25699730,22569,0,2d2ef73481be60a0...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
253,23,9.59166305,11.42214869,1.83048564,18304,0,d20f617eeb685c8c...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
254,31,11.13552873,11.42214869,0.28661996,2866,0,86693f5422e57207...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
256,21,9.16515139,11.42214869,2.25699730,22569,1,bea770c5946940d8...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
257,21,9.16515139,11.42214869,2.25699730,22569,0,4003385c5e6a3fef...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
259,23,9.59166305,11.42214869,1.83048564,18304,0,dab3ebbfb6e61da2...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
261,27,10.39230485,11.42214869,1.02984384,10298,0,b8bee3f794b7c8b6...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
262,32,11.31370850,11.42214869,0.10844019,1084,0,a74652e630cd33e5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
263,22,9.38083152,11.42214869,2.04131717,20413,0,1d048e7e3e37a11c...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
265,25,10.00000000,11.42214869,1.42214869,14221,0,111987ee03ef093b...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
267,29,10.77032961,11.42214869,0.65181908,6518,0,e9e43ab324fbf6a5...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
268,32,11.31370850,11.42214869,0.10844019,1084,0,4ff455edebe4a395...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
269,22,9.38083152,11.42214869,2.04131717,20413,0,ef4107e52f2cbc3d...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
271,22,9.38083152,11.42214869,2.04131717,20413,0,a3f57429bb0983ad...,5b80b84d1d3d13e216eeecd8155c1edc854d578e7d2dae9c4bc72fcbf7ebe3c9
